ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
375,"the alignment of the options in mock and page is different","1.6.10.test1 (sandbox)","Not a Bug",Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","the alignment of the options in mock and page is different

Mock:
https://app.sympli.io/b/f31351baee9b5d4e4843a7c15dfc12affe3f525b26",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"03/12/2016 09:09:36 ","13/12/2016 13:36:35 "
376,"when use searches some option and clicks on submit, the sold out products are coming in the top","1.6.10.test1 (sandbox)",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when use searches some option and clicks on submit, the sold out products are coming in the top","sold out products should always come at the bottom","1. go to discover -> hair mask; 2. select hair type -> oily; 3. select hair pattern -> wavy; 4. what bothers -> hairfall, dandruff; 5. select contents -> organic, herbal; 6. you want -> stronger hair, shiny /glossy hair; 7. click on Find your match button","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"03/12/2016 09:19:08 ","26/05/2017 09:25:12 "
377,"header and the banner should change as per the category selected","1.6.10.test1 (sandbox)",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","header and the banner should change as per the category selected",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"03/12/2016 09:31:44 ","20/12/2016 05:59:37 "
378,"the textbox border is getting cut for hair treatment -> result","1.6.10.test1 (sandbox)",Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","the textbox border is getting cut for hair treatment -> result",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"03/12/2016 09:34:27 ","05/12/2016 05:27:37 "
379,"2 EXTRA LINES ARE COMING IN FIND MY FIT PAGE","1.6.10.test1 (sandbox)",Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","2 EXTRA LINES ARE COMING IN FIND MY FIT PAGE",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"03/12/2016 09:57:56 ","05/12/2016 05:26:56 "
381,"App is crashing while placing the order. ",1.6.10test2,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul D","App is crashing while placing the order. ","Thank you page should come",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"05/12/2016 05:48:30 ","06/12/2016 09:13:24 "
382,"App cash when user taps on My Offer.",1.6.10test2,Closed,,Major,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","When user launch the app and taps on My Offer icon [right side top corner],  app crashes. User is not logged in.

device : one plus 3",,,,,2,"06/12/2016 05:40:13 ","26/05/2017 09:27:34 "
383,"Wallet balance is shown as Rs. 0",1.6.10test2,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul D","Wallet balance is always shown as Rs 0. Cross checked with ios and web. Working fine in web and ios.",,,,,1,"06/12/2016 06:16:18 ","06/12/2016 08:45:58 "
384,"While processing online payment, user see OOPS screen.",1.6.10test2,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","While procehttp://www.screencast.com/t/BStcinxaUDssing online payment, user see OOPS screen. But in the background payment is successful. But items are still in cart.

",,,,,1,"06/12/2016 06:51:15 ","19/12/2016 11:10:23 "
385,"In order list the items are seen 2 times. ",1.6.10test2,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","In order list the items are seen 2 times. I paces order from app and from destop too. In both cases the product seen 2 times in app. But in desktop it looks fine.

app screenshot: http://www.screencast.com/t/hnT6DdP5
Desktop: http://www.screencast.com/t/SUKanjO1aS",,,,,2,"06/12/2016 06:55:30 ","26/05/2017 09:29:17 "
386,"After cancelling order from app, the order detail shows some details are not being shown properly.",1.6.10test2,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul D",http://www.screencast.com/t/2YUHgC6Uk2n,,,,,2,"06/12/2016 07:19:04 ","08/12/2016 14:03:30 "
387,"I agree pop up ui issues.",1.6.10test2,Closed,,Major,Functional,Always,"Nikhil Teredesai","Rahul D","In I agree pop up, the html code is visible and I agree button is also have some alignment issue.
http://www.screencast.com/t/mE0vA7wAJ",,,,,1,"06/12/2016 08:12:08 ","08/12/2016 14:03:49 "
388,"I Agree pop up doesn't go away when after cancelling order.","1.6.10 test3",Closed,,Major,Functional,Always,"Nikhil Teredesai","Rahul D","I Agree pop up doesn't go away when after cancelling order.",,"1. Cancel order where the cashback coupon is associated.; 2. User see I agree pop up. Select I agree; 3. user redirected to cancel screen. select reason and cancel.; 4. After cancellation user still see I agree pop up.",,,1,"06/12/2016 08:32:24 ","08/12/2016 13:44:53 "
389,"Wallet amount issue in order detail.","1.6.10 test3",Closed,High,Major,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","After decimal many 0 are being shown.

http://www.screencast.com/t/91zskIcs","Only 2 zeros should be shown.",,,,1,"06/12/2016 08:40:15 ","19/12/2016 11:06:16 "
390,"Payment Details on Thank You screen is wrong.","1.6.10 test3",Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul D","Some details from Payment Details are missing. Compare with web.

App: http://www.screencast.com/t/20t2wMK6R

Desktop: http://www.screencast.com/t/T25yZczk63YK

",,,,,2,"06/12/2016 09:16:55 ","19/12/2016 13:01:07 "
392,"text alignment issue in new thank you page","1.6.10 test3",Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","text alignment issue in new thank you page",,"1. place order from app using cod","Android Phone Sony Xperia M Android 4.3",,2,"07/12/2016 14:37:26 ","03/01/2017 07:26:03 "
393,"date format is incorrect in new thank you page","1.6.10 test3",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","date format is incorrect in new thank you page","Date format should be Mon 28 Nov, 2016

It should be consistent like this throughout the app",,"Android Phone Sony Xperia M Android 4.3",,2,"07/12/2016 14:45:30 ","11/08/2017 07:23:40 "
394,"border missing in view order details text in order listing page","1.6.10 test3",Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","border missing in view order details text in order listing page

Note: In order details page also its missing",,"1. go to my orders","Android Phone Sony Xperia M Android 5.0",,0,"07/12/2016 14:47:59 ","14/12/2016 09:50:12 "
395,"text of which payment method to use is missing when user uses cashback coupon","1.6.10 test3",Closed,High,Major,,Always,"Nirali Thakkar","Varun Bhardwaj","text of which payment method to use is missing when user uses cashback coupon",,"1. add item in the cart; 2. use coupon cashnimbu; 3. proceed","Android Phone Sony Xperia M Android 4.3",,1,"07/12/2016 14:51:06 ","20/12/2016 05:57:07 "
396,"white space issue in new thank you page","1.6.10 test3",Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","white space issue in new thank you page",,"1. perform complete order","Android Phone Sony Xperia M Android 4.3",,1,"07/12/2016 14:52:24 ","08/12/2016 13:57:58 "
397,"the symbol of Cashback expired/debited should be in grey color.",1.6.10test4,Closed,High,Major,Visual,Always,"Nirali Thakkar","Rahul D","the symbol of Cashback expired/debited should be in grey color in purplle wallet page",,"1. open app; 2. login; 3. click on purplle wallet page","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"12/12/2016 10:08:19 ","14/12/2016 09:49:17 "
400,"app is getting crashed when clicked on tap to apply in purplle wallet page",1.6.10test4,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul D","app is getting crashed when clicked on tap to apply in purplle wallet page",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"12/12/2016 13:33:32 ","14/12/2016 10:05:45 "
401,"text alignment is not as per mock in purplle wallet page",1.6.10test4,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","text alignment is not as per mock in purplle wallet page",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"12/12/2016 13:40:57 ","14/12/2016 09:39:16 "
405,"when user clicks on tap to apply from purplle wallet page, loader with text is coming which is not looking good",1.6.10test4,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","when user clicks on tap to apply from purplle wallet page, loader with text is coming which is not looking good

nir@gmail.com
123456",,"1. open app; 2. login; 3. click on purplle wallet page; 4. click on tap to apply","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"14/12/2016 10:04:31 ","05/01/2017 10:01:06 "
398,"when logged  out user clicks on '...' and then clicks on add to wishlist, close and then click on '...', it is not working",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul D","when logged  out user clicks on '...' and then clicks on add to wishlist, close and then click on '...', it is not working",,"1. open app; 2. click on any category; 3. click on '...'; 4. click on add to wishlist; 5. login popup will come, close the popup; 6. click on '...'","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"12/12/2016 12:41:17 ","15/12/2016 06:41:51 "
399,"for new registered user, when no orders are present, then also filters is coming",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul D","for new registered user, when no orders are present, then also filters is coming",,"1. open app; 2. register; 3. click on my orders from drawer menu","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"12/12/2016 12:47:19 ","03/01/2017 07:27:40 "
402,"app is getting crashed in thank you page while placing cod order",1.6.10,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Rahul D","app is getting crashed in thank you page while placing cod order",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"13/12/2016 10:40:36 ","13/12/2016 12:43:21 "
403,"in new server, thank you page is not coming when user cancels the ongoing transaction after using card/netbanking",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","thank you page is not coming when user cancels the ongoing transaction after using card/netbanking",,"1. add item in the cart; 2. click on place order; 3. choose netbanking or credit card option; 4. cancel the transaction in between","Windows PC Lenovo Generic/All Windows 8",newserver,2,"13/12/2016 10:42:57 ","26/05/2017 09:34:48 "
404,"in new server, user is not able to create story as photo is not getting uplaoded",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","user is not able to create story as photo is not getting uplaoded",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",newserver,1,"13/12/2016 12:59:11 ","26/05/2017 09:39:35 "
406,"COD amount is coming different in thank you page and my orders page",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","COD amount is coming different in thank you page and my orders page","COD amount should come same","1. open app; 2. login ; 3. add item in the cart which is < 200; 4. use coupon hellodec; 5. place order using COD; 6. compare thank you page and my order COD ","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"15/12/2016 07:11:40 ","26/05/2017 09:42:19 "
408,"In new server, autosuggestion in create story works only when user types complete brand name",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","In new server, autosuggestion in create story works only when user types complete brand name",,"1. open app; 2. login; 3. click on create story; 4. enter title and upload photo; 5. search for the product; 6. \","Android Phone Samsung Galaxy Note 3 Android 5.0",newserver,1,"20/12/2016 05:59:33 ","26/05/2017 09:43:42 "
409,"In new server, when user performs COD order, something went wrong error message is coming",1.6.10,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","In new server, when user performs COD order, something went wrong error message is coming",,"1. open app; 2. login; 3. perform order using COD","Android Phone Samsung Galaxy Note 3 Android 5.0",newserver,0,"26/12/2016 05:48:49 ","05/01/2017 10:43:13 "
407,"p is getting cut, in track order",1.6.11test1,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","p is getting cut, in track order

vikram.j@purplle.com
test123
order id: 1443271

",,"1. open app; 2. login; 3. click on my orders; 4. click on track shipment","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"16/12/2016 09:21:04 ","28/12/2016 14:43:54 "
410,"Notify me button flashes when user goes to product detail page from recommended for you of cart page",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Rahul D","User navigating to product detail page from recommended for you of cart page, notify me button text is first shown and then add to cart button is shown","Notify button shouldnt flash if product is in stock","1. Go to cart > go to 'recommended for you' > tap on any product to reach to product detail page; 2. See 'notify me' button flashes","Android Phone",,1,"03/01/2017 07:38:48 ","06/01/2017 06:50:13 "
411,"'Remove  from cart' button is again becoming 'add to cart' on 'recommended for you' page of cart page",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","User adding item to cart from recommeded for you of cart page, button becomes 'remove from cart' but when user navigates again to recommended page from cart 'remove from cart' again changing to 'add to cart'","'Remove from cart' button should remain the same until user actually removes that product from cart","1. Go to cart > recommended for you ; 2. Tap on 'add to cart ' of any product; 3. See button becomes 'remove from cart'; 4. Now go back to cart page and again come to 'recommended for you'; 5. See 'remove from cart' button has again changed to 'add to cart' in-spite of that product being in cart already","Android Phone",,2,"03/01/2017 07:43:03 ","26/05/2017 09:45:28 "
412,"Wrong price is being shown on products of recommended for you widget of cart page",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","Wrong price is being shown on products of recommended for you widget of cart page","Price of the product in 'recommended for you' widget of cart page should be same as that of in  product detail page of respective product","1. Go to cart > recommended for you > compare the prices of products with product detail page","Android Phone",,1,"03/01/2017 07:45:04 ","26/05/2017 09:49:02 "
413,"'Retry' button is appearing on my orders page if there are no orders",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Rahul D","If there are no orders in my orders page, a 'retry' button is being shown.","Shop now button should appear instead of retry ","1. Create a new user; 2. Go to order details page; 3. See 'retry' button is shown ; 4. It shoudl be shop now","Android Phone",,1,"03/01/2017 07:49:50 ","05/01/2017 09:31:19 "
414,"Zero price is shown for one of the product on recommended",1.6.11.test3(production),Closed,High,Major,Usability,Always,vikram1,"Varun Bhardwaj","On 'recommended for you' widget page, 'Nivea Creme (60 ml)' this product is being shown as having zero price

vikram.j@purplle.com
test1234","Zero price shouldnt be shown for any product","1. Login with above credentials; 2. GO to cart and go to recommended for you; 3. See the product Nivea Creme (60 ml); 4. showing zero price","Android Phone",,1,"03/01/2017 07:54:08 ","26/05/2017 09:56:57 "
415,"Email id prefilled for notify me for guest  user",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Rahul D","Email id prefilled for notify me for guest  user","Email id and phone shouldnt appear prefilled for guest user","1. Logout from app ; 2. Go to product list page; 3. Go to sold out products; 4. Tap on  sold out button; 5. See email is shown prefilled","Android Phone",,1,"03/01/2017 07:58:34 ","05/01/2017 09:28:58 "
416,"Recommended for you widget page should be as per the product list page",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Rahul D","Recommended for you widget page should be as per the product list page like three dots, offer flag etc","Recommended for you widget page should be as per the product list page like three dots, offer flag etc",,"Android Phone",,1,"03/01/2017 08:01:35 ","06/01/2017 06:48:22 "
417,"App is crashing on deeplinking of 'beauty profile', 'thread detail best foundation' and at sub category",1.6.11.test3(production),Closed,High,Major,Functional,Always,vikram1,"Rahul D","App is crashing on deeplinking of 'beauty profile', 'thread detail best foundation' and at sub category","App shouldnt crash","1. Go to clevertap and put the deeplinks as below; 2. purplle.com://myBeautyProfile; 3. purplle.com://threaddetail?type_id=THREAD_ID   -- put the thread_id; 4. purplle.com://megaMenu?fields=CATEGORY_TYPE&cat_id=CATEGORY_ID -- put the category type and ids ","Android Phone",,1,"03/01/2017 14:13:35 ","05/01/2017 07:58:05 "
418,"Filters are not shown and app crashes if tapped on clear button of filter on list page opened through deeplink",1.6.11.test3(production),"Not a Bug",High,Major,Functional,Always,vikram1,"Rahul D","On the list page which is  opened through deep link, filters are not shown and app crashes when user taps on clear button of filters","FIlters should be shown and app shouldnt crash on clear button","1. Open list page through deep link; 2. Open filter; 3. See filtlers are not  shown; 4. Tap on clear button; 5. See app crashes","Android Phone",,0,"03/01/2017 14:32:43 ","04/01/2017 06:34:51 "
419,"Call is getting placed if tapped on track shipment, ",1.6.11.test4(sandbox),Closed,High,Major,Functional,Always,vikram1,"Rahul D","When user taps on 'track shipment' button on order detalis page, a call is getting placed","None of the call should get placed ","1. Go to order details page; 2. Tap on track  shipment","Android Phone",,1,"05/01/2017 07:14:10 ","06/01/2017 06:52:10 "
421,"If order is cancelled, order detail page is not refreshing[usesr has to come back to detail page by navigating back n forth]",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","When user cancels the order from 'order detail' page, the status of the order/shipment is not changing there itself, user has to navigate back and then again has to come to order detail page to see the changed status","Order status should change immediately after cancelling the order","1. Go to order details page; 2. Click on cancel order button; 3. Cancel the order; 4. See the status of the order now","Android Phone",,1,"06/01/2017 07:10:59 ","30/01/2017 07:28:59 "
422,"App is crashing on 'pay now' button",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","On checkout page, app is crashing on all 'pay now' buttons except on cod","App shouldnt crash","1. GO to checkout page; 2. Tap on any pay now button","Android Phone",,1,"06/01/2017 07:16:09 ","30/01/2017 07:55:30 "
423,"'Loreal paris white perfect milk foam face wash' showing zero price",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","'Loreal paris white perfect milk foam face wash' showing zero price - refer the screenshot","Proper price should be shown for above product","1. Refer the screenshot","Android Phone",,1,"06/01/2017 12:22:52 ","30/01/2017 09:02:45 "
424,"Retry button is shown if user has zero values in favorites/follower/following",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","Retry button is shown on the page of favorites/followers/following if user has zero values in favorites/follower/following

Note; this is for other users, not for self","Only the text message should be displayed. Retry button shouldnt be displayed","1. Go to reviews tab on product detail page; 2. Tap on such user's profile who has zero favorites/followers/following; 3. See the screenshot","Android Phone",,2,"06/01/2017 12:25:37 ","31/01/2017 14:33:49 "
425,"If user has searched a brand which is not listed in brands page, text msg should be shown",1.6.11.test5,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul D","If user has searched a brand which is not listed in brands page text msg should be shown. Like user is on brands page, he searches a brand name which is not listed on that page, no messge is shown to user informing him about the non-availabililty of such brand","A text message should be shown to user

""No Brands found"" in grey color in brackets","1. Go to brands page; 2. Type non-available brand","Android Phone",,1,"06/01/2017 12:29:12 ","30/01/2017 09:10:43 "
426,"My orders filters not working",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","Filters on my orders list page are not working","Filters on my orders list page should work","1. Go to my orders page; 2. Go to filters; 3. Tap on 2016; 4. See still 2017 orders are shown","Android Phone",,1,"06/01/2017 12:33:55 ","30/01/2017 09:33:39 "
427,"Terms and conditions page comming blank",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","Terms and conditions page comming blank","Terms and conditions page shouldnt come blank","1. Go to drawer menu; 2. Tap on terms and conditions","Android Phone",,1,"06/01/2017 12:34:51 ","30/01/2017 09:35:28 "
428,"Photo is not getting uploaded in story",1.6.11.test5,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","Photo is not getting uploaded while creating a story, 'retry' button is shown on the pic on create story page","Photo should get uploaded and story should get created succcesssfully","1. Go to create story page; 2. Upload pic; 3. Put the details and tap on post button; 4. See pic is not getting uploaded","Android Phone",,2,"06/01/2017 12:36:19 ","26/05/2017 09:59:10 "
429,"when user clicks on back button from top left, for the ongoing transaction, it is redirected  to mobile site","1.6.11(test 6 production)",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when user clicks on back button from top left, for the ongoing transaction, it is redirected  to mobile site

Note: It is working fine on the device back, but not working for the app back",,"1. open app; 2. login; 3. add item in the cart; 4. use payment mode paytm; 5. now click on top left side back ","Windows PC Lenovo Generic/All Windows 8",,1,"19/01/2017 06:25:15 ","26/05/2017 10:01:17 "
430,"when user clicks on cross button from top left, for the ongoing transaction, error message is coming","1.6.11(test 6 production)",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when user clicks on back button from top left, for the ongoing transaction, error message is coming

Note: for device back it is working fine",,"1. open app; 2. login; 3. add item in tha cart; 4. use payment method ola money; 5. click on cross button from top right","Windows PC Lenovo Generic/All Windows 8",,1,"19/01/2017 06:35:11 ","26/05/2017 10:05:12 "
443,"Filter of discount with price range is not working as expected","1.6.11(test 6 production)",New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","User selecting 20-30% and then selecting price range 201-500, proper results are not shown[filter of discount with price range is not working]","IF user selects 20-30% discount filter and price range of 201-500, the products having 20-30% discount and are within price range of 201-500 should be displayed
","1. Go to filter; 2. Select 20-30%filter and 201-500range; 3. See the results","Android Phone",,0,"21/01/2017 12:52:40 ","30/01/2017 07:35:29 "
458,"Device back button isnt working on netbanking","1.6.11(test 6 production)",Deferred,High,Major,Functional,Always,vikram1,"Rahul D","When user tries to hit device back button on netbanking drop down list, nothing happens","Device back button should work on netbanking drop down list","1. Go to checkout payment page; 2. Go to netbanking; 3. tap on 'choose from other banks' drop down list; 4. Hit device back button; 5. See nothing hapens","Android Phone",,1,"30/01/2017 07:49:28 ","09/02/2017 14:06:03 "
459,"Spelling of 'choose from other banks' on netbanking page changes to 'chose from other bank' when tapped on bank icon","1.6.11(test 6 production)",Closed,Medium,Major,Functional,Always,vikram1,"Rahul D","When user taps on any premier bank icons which are displayed on the netbanking page, the spelling of 'choose' of 'choose from another bank'   drop down list changes to 'chose'
Also 'banks' is becoming 'bank'","Spelling of 'choose' should remain 'choose' and spelling of banks should remain banks only","1. Go to netbanking page on checkout payment page; 2. Tap on any displayed bank icons; 3. See spelling of 'choose' of 'choose from other banks'' drop down list changes to 'chose' and spelling of banks becoming bank","Android Phone Wiko Birdy",,1,"30/01/2017 07:53:14 ","31/01/2017 14:13:47 "
460,"Sorting and filter options are shown to user even if no search results found","1.6.11(test 6 production)",Closed,High,Major,Functional,Always,vikram1,"Rahul D","When user searches a non-available item from search option, a message is shown as 'no items found' but stlll sort and filter options are shown to user","If search result finds zero items, sort and filter options shouldnt be visible to the user","1. Go to search textbox; 2. Search something which purplle doesnt offer; 3. See a message will be shown as 'no items found' but along with that , sort and filter buttons are also visible","Android Phone",,0,"30/01/2017 09:08:41 ","10/02/2017 14:01:30 "
431,"Retry shown on zero followers/following",1.6.11.test6,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul D","If user has zero folowers/following, then a messasge is shown as no followers but along with that a 'retry' button is also being shown","Retry button shouldnt be shown","1. create a new user; 2. Go to profile page; 3. Go to followers/following page; 4. See a retry  button is shownn","Android Phone",,1,"21/01/2017 12:13:30 ","31/01/2017 14:33:27 "
432,"Following error msgs are not being shown",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","1. Empty password error message not shown on login and register page, i.e. if user enters an empty password and taps on login/register page while logging in or registering, error message is not shown
2. Empty phone number error is not shown on register page,
3. Same for pincode on add new address","Error message should be shown","1. Refer the screenshots","Android Phone",,0,"21/01/2017 12:18:02 ","13/02/2017 09:48:59 "
433,"Cart button should be non-clickable when user is on cart/checkout page itself",1.6.11.test6,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul D","When user is on cart page or checkout page, cart icon should remain non-clickable","When user is on cart page or checkout page, cart icon should remain non-clickable",,"Android Phone",,0,"21/01/2017 12:19:01 ","31/01/2017 14:25:27 "
434,"Removed/added from/to wishlist is shown as 'Removed/added from/to Wish List",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","Basically wishlist word is being shown as 'Wish List', i.e. a space is being shown in between wish list, "," it should be a one word",,"Android Phone",,1,"21/01/2017 12:20:51 ","31/01/2017 14:25:08 "
435,"Showing original price on thankyou page inspite of having coupon applied ",1.6.11.test6,New,High,Major,Functional,Always,vikram1,"Rahul Asati","Even if user has applied a coupon in cart, an original price is shown on thankyou page","If user has applied a coupon in cart, this discounted price should reflect in thankyou page","1. Go to cart; 2. Apply coupon both100test; 3. place cod order; 4. See the payment method; 5. See original price is reflected at cod; 6. But proper price is reflecitng in total section; 7. refer screenshot","Android Phone",,0,"21/01/2017 12:25:22 ","31/01/2017 13:20:11 "
436,"Price is not updating in cod section when coupon is removed after tapping on purplle wallet",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","User taps on purplle wallet checkbox when he has applied a coupon in cart, a popup is opened asking for 'remove coupon and continue' and 'change payment mode', if user selects 'remove coupon' coupon is removed and price gains back to its original one, but this price is  not updating in cod section

refer the screenshot ","Price should update in cod section","1. GO to cart and apply both100test; 2. Go to checkout and check the box of purplle wallet; 3. Popup is asked to remove coupon and continue; 4. select remove coupon; 5. Go to cod section; 6. compare the prices","Android Phone",,1,"21/01/2017 12:29:38 ","31/01/2017 14:20:20 "
437,"404 error is being shown when user navigates back to purplle from PG",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","404 is being shown in below conditions:

1. When user hits on 'back to purplle.com' link from payment gateway page of credit/debit card mode, 404 error is shown
2. 404 again showing when user cancels mobile wallet[ola money] transaction","404 shouldnt be shown and user should be navigated back to purplle.com","1. Go to checkout page; 2. Go to credit/debit card; 3. Put the credentials; 4. Hit on 'back to purplle.com'link from PG; 5. Check same process for ola money also","Android Phone",,0,"21/01/2017 12:33:43 ","03/02/2017 10:22:24 "
438,"Confirmation pending i.e. payment delay amount showing zero on thankyou page",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user cancels prepaid transaction, a payment delayed thankyou page is shown to user,, on this page confirmation pending amoutn is shown zero","Proper amount should be shown","1. Go to checkout netbanking; 2. Cancel the transaction; 3. refer the screeenshot","Android Phone",,1,"21/01/2017 12:36:25 ","26/05/2017 10:25:52 "
439,"Mobile browser pages opening when user hits back button from paytm wallet",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user cancels paytm transaction in between, some mobile browser pages are shown to user
 Also thankyou page not coming on paytm","If user cancels the paytm transaction, user should be navigated back to purplle android app page

thankyou page should be shown on paytm","1. Go to checkout mobile wallet page; 2. Select paytm; 3. Cancel the transaction; 4. Keep Seeing  the screen; 5. Mobile browser pages are being shoown","Android Phone",,0,"21/01/2017 12:39:19 ","03/02/2017 10:22:57 "
440,"Wrong number is coming prepopulated in payUmoney PG page",1.6.11.test6,New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","9999999999 this number is being prepopulated on payUmoney PG page","User's number should be prepopulated in Payumoney pg page","1. Go to checkout mobile walet poaeg; 2. select payUmoney; 3. See the screenshot","Android Phone",,0,"21/01/2017 12:44:42 ","23/01/2017 08:18:52 "
441,"sort by high price and average ratings not working",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","Sort by high price and average ratings  is not working on list page","Products should get sorted if user sorts by high price/average ratings

","1. Goo to product list page; 2. Sort by high price or average ratings; 3. check the prices","Android Phone",,1,"21/01/2017 12:45:53 ","26/05/2017 10:37:19 "
442,"User tapping on price range after selecting discount 20-30% or more than 40% user is again naviagted to discount filter only",1.6.11.test6,"Not a Bug",High,Major,Functional,Always,vikram1,"Rahul D","If user taps on price range filter after selecting a discount filter of '20-30%', user is again navigated to discount filte only","User should be navigated to price range filter after selecting discount filter
","1. GO to filter and go to discount filter; 2. select 20-30% filter; 3. Now tap on price range; 4. See user is again navigated to discont filter","Android Phone",,1,"21/01/2017 12:49:26 ","23/01/2017 10:55:06 "
444,"if user has asked que from overview tab and immediately checks question tab,que is not reflecting,user has to refresh the pag",1.6.11.test6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","if user has asked que from overview tab and immediately checks question tab que is not reflecting user has to refresh the page to see que","if user has asked que from overview tab and if he immediately checks question tab que is should reflect","1. Go to product detail page; 2. Go to overview tab; 3. Tap on ask a que from overview tab; 4. Immediately tap on que tab and check if the que reflects or not","Android Phone",,1,"21/01/2017 12:55:57 ","31/01/2017 14:34:37 "
